23,83.5
16,83.5
7,83.6
3,83.7
4,83.7
22,83.7
10,83.7
26,83.9
12,84.1
15,84.5
23,93.3
16,93.9
23,163.3
16,163.3
7,163.4
10,163.5
3,163.5
4,163.5
22,163.5
26,163.7
12,163.9
15,164.3
23,172.1
16,175.1
7,180.9
23,243.3
16,243.3
10,243.4
4,243.4
7,243.4
3,243.5
22,243.5
26,243.6
12,243.8
15,244.3
23,251.9
16,254.6
7,264.4
23,628.4
16,628.4
4,628.5
7,628.5
10,628.6
3,628.6
22,628.6
26,628.8
12,628.9
15,629.4
23,637.0
16,637.3
7,642.2
23,708.3
16,708.3
7,708.4
4,708.4
10,708.4
22,708.5
3,708.5
26,708.7
12,708.8
15,709.3
23,716.3
16,716.5
7,719.6
4,721.7
23,788.3
16,788.3
3,788.4
4,788.4
7,788.4
22,788.4
10,788.4
26,788.6
12,788.8
15,789.2
23,795.8
16,796.1
7,799.0
4,800.5
16,868.4
22,868.4
10,868.4
7,868.4
4,868.4
23,868.4
3,868.4
26,868.6
12,868.7
15,869.2
23,876.5
16,876.9
7,878.3
4,879.6
10,886.6
23,935.7
16,1253.3
23,1253.3
7,1253.4
4,1253.5
22,1253.5
3,1253.5
10,1253.5
26,1253.7
12,1253.9
15,1254.3
23,1260.5
16,1261.9
7,1262.7
4,1267.4
10,1274.1
23,1333.2
16,1333.2
7,1333.3
10,1333.4
22,1333.4
3,1333.4
4,1333.4
26,1333.6
12,1333.8
15,1334.2
23,1340.0
16,1341.2
7,1341.8
4,1344.6
10,1347.4
22,1348.4
3,1350.7
23,1413.2
16,1413.3
7,1413.3
4,1413.4
3,1413.4
22,1413.4
10,1413.4
26,1413.5
12,1413.7
15,1414.1
23,1419.7
16,1420.9
7,1421.5
4,1424.2
10,1425.4
22,1426.9
7,1493.3
23,1493.3
16,1493.3
4,1493.4
10,1493.4
3,1493.4
22,1493.4
26,1493.5
12,1493.7
15,1494.1
23,1500.1
16,1500.4
7,1501.2
4,1503.6
10,1504.6
22,1505.7
3,1509.2
23,1565.2
23,1878.3
16,1878.3
4,1878.4
7,1878.4
3,1878.5
22,1878.5
10,1878.5
26,1878.7
12,1878.8
15,1879.3
23,1885.2
16,1885.4
7,1887.2
4,1887.7
10,1891.9
22,1893.8
3,1895.0
16,1958.2
23,1958.2
7,1958.3
4,1958.3
3,1958.4
22,1958.4
10,1958.4
26,1958.6
12,1958.7
15,1959.1
23,1964.8
16,1964.9
7,1966.4
4,1966.8
10,1969.4
22,1970.1
3,1970.5
23,2038.2
16,2038.2
10,2038.3
7,2038.3
4,2038.3
22,2038.4
3,2038.4
26,2038.5
12,2038.7
15,2039.1
23,2044.6
16,2044.7
7,2046.3
4,2046.6
10,2049.2
22,2049.8
3,2050.0
16,2118.2
23,2118.2
10,2118.3
4,2118.3
7,2118.3
3,2118.4
22,2118.4
26,2118.5
12,2118.6
15,2119.0
16,2124.4
23,2125.0
7,2126.0
4,2126.4
10,2128.7
22,2129.2
3,2129.5
23,2503.2
7,2503.3
16,2503.3
10,2503.4
4,2503.4
22,2503.4
3,2503.4
26,2503.6
12,2503.8
15,2504.2
23,2509.6
16,2510.6
7,2511.1
4,2513.2
10,2513.8
22,2514.4
23,2583.1
16,2583.2
7,2583.2
22,2583.3
10,2583.3
4,2583.3
3,2583.4
26,2583.5
12,2583.7
15,2584.1
23,2589.2
16,2590.1
7,2590.5
4,2592.1
10,2592.5
22,2596.1
3,2596.6
23,2663.1
16,2663.2
7,2663.2
22,2663.3
10,2663.3
3,2663.3
4,2663.3
26,2663.5
12,2663.6
15,2664.0
23,2669.0
16,2669.9
7,2670.4
4,2672.0
10,2672.4
22,2672.6
3,2676.0
16,2743.2
23,2743.2
7,2743.2
3,2743.3
4,2743.3
22,2743.3
10,2743.3
26,2743.4
12,2743.6
15,2744.0
23,2749.4
16,2749.6
7,2750.2
4,2751.7
10,2752.1
3,2752.5
22,2752.5
16,3128.2
23,3128.2
7,3128.3
4,3128.3
10,3128.4
22,3128.4
3,3128.4
26,3128.6
12,3128.7
15,3129.2
23,3134.4
16,3134.5
7,3135.8
4,3136.1
10,3138.0
22,3138.4
3,3138.5
16,3208.1
23,3208.1
4,3208.2
7,3208.2
22,3208.3
3,3208.3
10,3208.3
26,3208.5
12,3208.6
15,3209.0
23,3214.0
16,3214.1
7,3215.2
4,3215.5
10,3217.0
22,3217.3
3,3217.3
16,3288.1
23,3288.1
7,3288.2
10,3288.2
4,3288.2
3,3288.3
22,3288.3
26,3288.4
12,3288.6
15,3289.0
23,3293.9
16,3294.1
7,3295.2
4,3295.5
10,3297.1
22,3297.4
3,3297.5
16,3368.1
23,3368.1
4,3368.2
7,3368.2
10,3368.3
3,3368.3
22,3368.3
26,3368.4
12,3368.6
15,3369.0
23,3374.4
16,3374.7
7,3375.1
4,3375.4
10,3377.0
3,3377.3
22,3377.3
16,3753.2
23,3753.2
4,3753.3
7,3753.3
10,3753.4
3,3753.4
26,3753.6
12,3753.7
15,3754.2
27,3754.2
23,3759.4
16,3759.5
7,3760.8
4,3761.1
10,3763.0
3,3763.5
23,3833.1
16,3833.1
7,3833.2
4,3833.2
10,3833.3
3,3833.3
26,3833.5
12,3833.6
27,3833.9
15,3834.0
23,3839.0
16,3839.1
7,3840.2
4,3840.5
10,3842.0
3,3842.3
16,3913.1
23,3913.1
10,3913.2
4,3913.2
7,3913.2
3,3913.3
26,3913.4
12,3913.6
27,3913.9
15,3914.0
23,3918.9
16,3919.1
7,3920.2
4,3920.5
10,3922.1
3,3922.5
16,3993.1
23,3993.1
4,3993.2
7,3993.2
3,3993.3
10,3993.3
26,3993.4
12,3993.6
27,3993.8
15,3994.0
23,3999.4
16,3999.7
7,4000.1
4,4000.4
10,4002.0
3,4002.3
16,4378.2
7,4378.3
4,4378.3
10,4378.4
3,4378.4
8,4378.4
26,4378.6
12,4378.7
27,4379.0
15,4379.2
16,4384.5
7,4385.8
4,4386.1
8,4386.6
10,4388.0
3,4388.5
16,4458.1
8,4458.2
4,4458.2
7,4458.2
3,4458.3
10,4458.3
26,4458.5
12,4458.6
27,4458.9
15,4459.0
16,4464.1
8,4465.2
7,4465.2
4,4465.5
10,4467.0
3,4467.3
16,4538.1
10,4538.2
4,4538.2
8,4538.2
7,4538.2
3,4538.3
26,4538.4
12,4538.6
27,4538.9
15,4539.0
16,4544.1
7,4545.2
4,4545.5
8,4546.1
10,4547.1
3,4547.5
8,4600.8
16,4618.1
7,4618.2
4,4618.2
3,4618.3
10,4618.3
26,4618.4
12,4618.6
27,4618.8
8,4618.9
