2,98.8
1,110.1
2,114.1
5,117.4
2,126.4
5,127.8
1,130.8
5,137.7
7,139.0
2,139.2
5,148.2
2,153.3
1,155.3
5,162.4
2,173.0
1,179.2
2,196.5
5,207.2
2,254.6
1,260.5
2,276.4
1,281.8
5,285.2
2,289.2
5,299.9
2,303.6
1,303.7
5,325.5
2,332.2
2,641.7
1,649.6
2,657.6
5,661.9
1,667.0
2,669.6
5,671.9
5,681.5
2,682.0
7,683.2
1,687.1
5,694.1
2,697.6
2,717.2
1,717.4
5,719.9
2,736.0
5,743.6
5,759.0
2,799.0
1,804.2
2,821.1
1,826.7
5,832.3
2,834.1
5,846.7
2,848.7
1,850.2
2,871.7
1,882.7
2,885.1
5,913.8
2,1265.3
1,1270.7
2,1281.4
5,1286.6
1,1288.1
2,1293.1
5,1296.3
2,1305.8
5,1306.4
7,1309.0
1,1309.6
5,1318.8
2,1323.3
2,1342.7
1,1346.0
2,1364.5
5,1376.1
2,1395.2
1,1400.2
2,1422.4
1,1426.4
2,1444.0
5,1453.6
2,1457.3
1,1460.0
5,1467.7
2,1470.3
5,1489.8
2,1493.7
2,1505.0
1,1506.7
6,1529.9
2,1537.6
5,1538.0
1,1545.5
2,1560.7
1,1571.1
2,1576.0
2,1889.4
1,1894.0
2,1905.2
5,1911.6
1,1912.8
2,1917.3
5,1921.1
2,1929.9
7,1930.0
5,1931.2
1,1934.6
5,1945.3
2,1947.5
2,1967.1
1,1969.8
2,1984.4
6,1988.1
5,2002.6
2,2006.9
1,2009.5
2,2032.2
2,2047.8
1,2050.1
6,2065.5
2,2068.1
5,2080.0
2,2083.7
1,2093.8
5,2093.9
2,2096.9
2,2113.3
2,2127.3
1,2128.7
6,2142.4
2,2143.6
5,2164.7
2,2222.9
2,2513.7
1,2517.7
2,2529.0
5,2536.5
1,2537.5
6,2537.9
2,2540.9
5,2546.6
2,2553.9
5,2556.8
7,2560.3
1,2560.6
2,2572.2
5,2573.8
2,2591.9
1,2594.3
6,2604.6
2,2608.3
5,2625.7
2,2630.6
1,2632.6
2,2661.0
2,2673.1
1,2675.0
6,2684.1
2,2693.7
2,2706.8
5,2707.8
1,2712.3
2,2720.6
5,2721.8
2,2740.5
2,2752.6
1,2755.0
6,2763.2
2,2769.7
5,2789.2
2,2789.4
