281.3 11
283.5 11
287.4 11
322.1 11
355.1 11
389.3 11
425.6 11
464.8 11
460.3 15
462.6 15
466.9 15
269.5 16
271.9 16
276.7 16
313.5 16
347.9 16
384.0 16
422.9 16
466.1 16
115.3 17
117.6 17
122.0 17
158.6 17
192.8 17
228.6 17
267.1 17
309.5 17
359.9 17
83.0 20
85.4 20
89.6 20
125.2 20
158.7 20
193.6 20
231.0 20
271.7 20
317.8 20
468.5 26
471.0 26
476.8 26
279.9 27
282.3 27
286.5 27
322.1 27
355.8 27
390.8 27
428.2 27
469.1 27
312.9 30
135.6 31
487.0 31
496.5 31
266.8 33
484.3 34
380.8 36
223.0 37
426.2 38
284.9 41
289.9 41
299.4 41
102.2 42
289.4 42
392.4 45
463.0 45
467.5 45
475.3 45
272.1 46
276.2 46
282.1 46
294.1 46
118.2 47
122.5 47
128.8 47
413.3 47
290.0 48
482.5 48
86.2 50
91.0 50
98.6 50
188.0 51
266.7 52
296.6 53
309.8 53
366.1 54
372.3 54
380.1 54
498.3 55
141.9 56
288.2 56
304.1 56
470.9 56
474.5 56
478.9 56
487.1 56
147.5 57
283.2 57
290.2 57
169.8 63
174.1 63
180.5 63
429.1 64
433.3 64
439.9 64
288.6 65
303.8 69
303.1 73
370.3 75
383.4 75
403.3 75
254.4 78
258.3 78
263.7 78
186.4 80
379.8 80
395.1 80
253.1 82
483.6 82
133.3 84
142.4 84
406.3 84
413.8 84
366.5 86
372.3 86
246.6 87
253.7 87
106.8 88
390.3 90
365.9 92
369.4 92
374.0 92
382.7 92
394.8 93
492.3 93
275.5 94
391.9 94
444.0 94
220.4 95
300.1 95
345.7 95
456.2 95
136.2 96
189.4 96
288.4 96
328.2 96
391.5 96
458.1 96
489.3 96
309.5 97
397.5 97
491.1 97
279.3 98
397.3 98
491.8 98
195.5 99
328.2 99
456.0 99
133.4 100
296.0 100
390.4 100
494.0 100
279.2 102
290.4 102
303.5 102
318.6 102
329.3 102
346.7 102
363.0 102
378.9 102
397.7 102
435.1 102
468.3 102
480.1 102
154.3 103
302.3 103
105.2 105
289.6 105
306.9 105
331.1 105
379.8 105
473.4 105
96.0 106
129.9 106
168.6 106
202.9 106
240.2 106
277.2 106
287.8 106
296.8 106
315.7 106
327.2 106
344.8 106
367.3 106
389.3 106
405.3 106
436.7 106
462.4 106
481.9 106
115.7 108
148.0 108
285.0 120
290.6 120
298.7 120
463.8 124
469.2 124
475.7 124
486.0 124
272.7 125
277.6 125
284.1 125
295.5 125
118.8 126
124.3 126
132.2 126
86.4 129
91.7 129
99.1 129
116.7 129
471.6 135
476.8 135
483.7 135
496.7 135
283.4 136
288.8 136
296.4 136
170.5 142
175.8 142
183.4 142
205.4 142
429.9 143
435.3 143
441.8 143
453.3 143
401.4 154
406.9 154
414.5 154
441.1 154
256.3 157
263.5 157
278.3 157
366.4 165
372.0 165
380.2 165
367.6 171
373.3 171
382.0 171
119.2 173
124.6 173
132.0 173
152.7 173
307.0 174
337.2 174
341.6 174
347.2 174
355.5 174
370.5 174
498.7 177
63.4 178
68.7 178
75.7 178
91.0 178
19.2 184
26.7 184
44.7 184
352.4 184
360.2 184
379.9 184
436.2 186
440.9 186
447.0 186
456.7 186
263.2 187
269.2 187
278.7 187
388.8 193
395.5 193
408.1 193
360.5 194
366.0 194
373.8 194
94.2 197
100.1 197
109.0 197
176.0 200
182.3 200
192.3 200
273.1 204
278.7 204
286.5 204
478.7 204
484.1 204
491.7 204
329.2 209
334.0 209
340.3 209
350.6 209
345.8 210
352.3 210
364.3 210
30.3 211
37.3 211
51.4 211
452.2 214
457.6 214
465.3 214
475.3 214
482.8 214
496.1 214
342.1 216
347.3 216
354.5 216
373.7 216
220.1 217
226.6 217
237.8 217
492.2 217
140.1 220
146.0 220
155.0 220
383.7 220
389.3 220
397.1 220
408.3 220
495.6 220
184.6 227
189.9 227
197.3 227
207.8 227
351.3 233
356.4 233
363.4 233
376.6 233
125.3 235
130.6 235
138.0 235
156.3 235
286.0 239
291.8 239
300.7 239
184.6 240
190.7 240
200.3 240
225.8 240
231.9 240
242.4 240
257.8 241
264.2 241
275.1 241
373.3 242
378.6 242
384.6 242
389.2 242
395.2 242
404.9 242
181.9 244
186.8 244
193.5 244
205.9 244
83.3 245
89.5 245
99.4 245
187.0 247
193.7 247
206.1 247
193.8 249
199.7 249
209.4 249
99.0 258
104.1 258
111.0 258
124.2 258
120.2 260
126.8 260
137.5 260
49.1 261
54.3 261
61.6 261
76.9 261
261.3 264
266.2 264
272.4 264
282.8 264
26.2 266
31.3 266
38.0 266
50.1 266
336.4 266
341.6 266
348.4 266
362.1 266
392.0 267
397.4 267
405.2 267
63.1 268
68.4 268
75.9 268
189.1 268
194.4 268
201.9 268
201.3 271
208.6 271
227.1 271
63.6 279
69.9 279
80.5 279
422.4 286
429.6 286
449.0 286
385.3 294
393.0 294
58.0 297
63.2 297
70.8 297
91.2 297
376.8 297
382.0 297
389.1 297
403.9 297
494.6 298
25.7 300
31.5 300
40.1 300
427.5 306
432.6 306
439.5 306
452.5 306
9.0 310
14.8 310
23.4 310
150.2 310
155.8 310
164.1 310
175.6 310
493.8 312
316.4 314
322.9 314
331.3 314
