edge_type_id target_query source_query dynamics_params delay target_sections syn_weight distance_range weight_function model_template
100 * pop_name=='tON' AMPA_ExcToExc.json 2.0 "['basal', 'apical']" 1 "[0.0, 150.0]" wmax exp2syn
